org_id,org_name,source_url,candidate_title,rejection_reason
,,https://adjtos.ca/wp-content/uploads/2025/12/Engineeing-Development-Mgr-Job-Posting-Jan2026.pdf,Engineeing Development Mgr Job Posting Jan 2026,validation gate failed (1/2): pdf_role_title
,,https://aokfn.com/employment,Covid 19 Information,validation gate failed (0/2): no signals
,,https://aokfn.com/employment,Google Maps,validation gate failed (1/2): title_source_og_title
,,https://innisfil.hua.hrsmart.com/hr/ats/JobSearch/viewAll,Cross Site Request Forgery (csrf),validation gate failed (0/2): no signals
,,https://dokis.ca/employment-services,"Andrea Crawford , Author At Dokis First Nation",validation gate failed (1/2): title_source_og_title
,,https://dokis.ca/employment-services,Header 8.png,validation gate failed (0/2): no signals
,,https://beckwith.ca/category/career-employment,Tel,validation gate failed (0/2): no signals
,,https://beckwith.ca/category/career-employment,Contact Us,validation gate failed (1/2): keywords_near_title
,,https://beckwith.ca/category/career-employment,Contact Us,validation gate failed (0/2): no signals
,,https://cobalt.ca/residents/municipal-services/employment-opportunities,Business Directory,validation gate failed (1/2): role_like_title
,,https://cobalt.ca/residents/municipal-services/employment-opportunities,Bunker Military Museum,validation gate failed (1/2): title_source_h1
,,https://cobalt.ca/residents/municipal-services/employment-opportunities,Trails,validation gate failed (0/2): no signals
,,https://augusta.ca/employment-opportunities,INTEGRATED ACCESSIBILITY STANDARDS,validation gate failed (1/2): title_source_og_title
,,https://augusta.ca/employment-opportunities,90m 56,validation gate failed (1/2): keywords_near_title
,,https://recruiting.ultipro.ca/YMC5004YMHB/JobBoard/6fe470e5-5c14-4348-89dd-54fa612e9d39/OpportunityDetail?opportunityId=c2a192d8-bd21-4713-917d-305ccf38b6d7,6fe 470e 5 5c 14 4348 89dd 54fa 612e 9d 39,validation gate failed (1/2): url_hint
,,https://recruiting.ultipro.ca/YMC5004YMHB/JobBoard/6fe470e5-5c14-4348-89dd-54fa612e9d39/OpportunityDetail?opportunityId=c2a192d8-bd21-4713-917d-305ccf38b6d7,New,validation gate failed (0/2): no signals
,,https://recruiting.ultipro.ca/YMC5004YMHB/JobBoard/6fe470e5-5c14-4348-89dd-54fa612e9d39/OpportunityDetail?opportunityId=c2a192d8-bd21-4713-917d-305ccf38b6d7,The Fast & Secure Web Browser Built to be Yours,validation gate failed (1/2): title_source_og_title
,,https://jobs.kitchener.ca/,Search,validation gate failed (1/2): url_hint
,,https://saugeenfirstnation.com/wp-content/uploads/2026/02/Chronic-Disease-Management-Nurse-Job-Posting-February-2026-1.pdf,Chronic Disease Management Nurse Job Posting February 2026 1,validation gate failed (1/2): pdf_role_title
,,https://cityofwoodstock.applytojob.com/,Temporary Skilled Labourer,non-job category context
,,https://jocelyn.ca/employment-opportunities,Notices,title blocklist exact: notices
,,https://jocelyn.ca/employment-opportunities,Fire Permits,validation gate failed (0/2): no signals
,,https://jocelyn.ca/employment-opportunities,Contact,validation gate failed (0/2): no signals
,,https://jocelyn.ca/employment-opportunities,4DAHB27.jpg,validation gate failed (1/2): title_source_h1
,,https://jocelyn.ca/employment-opportunities,V8DSRAX.jpg,validation gate failed (1/2): title_source_h1
,,https://jocelyn.ca/employment-opportunities,slice3.jpg,validation gate failed (1/2): title_source_h1
,,https://nigigoonsiminikaaning.ca/category/employment,Graphic Artist,validation gate failed (1/2): title_source_h1
,,https://blrtownship.ca/article/employment,Council Meetings,validation gate failed (1/2): listing_apply_pattern
,,https://blrtownship.ca/article/employment,Payment Information,validation gate failed (1/2): listing_apply_pattern
,,https://simcoe.hua.hrsmart.com/hr/ats/JobSearch/viewAll,Cross Site Request Forgery (csrf),validation gate failed (0/2): no signals
,,https://simcoe.hua.hrsmart.com/hr/ats/JobSearch/viewAll,Social,validation gate failed (0/2): no signals
,,https://delawarenation.on.ca/category/employment,Dnedu,validation gate failed (0/2): no signals
,,https://delawarenation.on.ca/category/employment,Dn Newsletters,validation gate failed (0/2): no signals
,,https://delawarenation.on.ca/category/employment,PS Policy Update,validation gate failed (1/2): title_source_h2
,,https://delawarenation.on.ca/category/employment,Call For Youth Artist,validation gate failed (1/2): title_source_h2
,,https://delawarenation.on.ca/category/employment,Updates From the Chief,validation gate failed (1/2): role_like_title
,,https://bancroft.civicweb.net/filepro/documents/47725,Road Maintenance Worker,validation gate failed (1/2): role_like_title
,,https://bancroft.civicweb.net/filepro/documents/47725,Park Maintenance Labourer,validation gate failed (1/2): role_like_title
,,https://bancroft.civicweb.net/filepro/documents/47725,Event Planning Assistant,validation gate failed (1/2): role_like_title
,,https://bancroft.civicweb.net/filepro/documents/47725,Environmental Program Coordinator,validation gate failed (1/2): role_like_title
,,https://bancroft.civicweb.net/filepro/documents/47725,Temporary Operator Public Works,validation gate failed (1/2): role_like_title
,,https://bancroft.civicweb.net/filepro/documents/47725,Temporary Full Time Operator,validation gate failed (1/2): role_like_title
