org_id,org_name,source_url,candidate_title,rejection_reason
,,https://martenfalls.com/wp-content/uploads/2025/05/Funded-Band-Job-posting-Brief-MFFN-Band-Members-3-4.pdf,Funded Band Job Posting Brief MFFN Band Members 3 4,validation gate failed (1/2): pdf_role_title
,,https://aylmer.ca/town-hall/employment-opportunities,Day Camp Volunteer,validation gate failed (1/2): keywords_near_title
,,https://aokfn.com/employment,Covid 19 Information,validation gate failed (0/2): no signals
,,https://aokfn.com/employment,Design De Plume,validation gate failed (0/2): no signals
,,https://aokfn.com/employment,Google Maps,validation gate failed (1/2): title_source_og_title
,,https://innisfil.hua.hrsmart.com/hr/ats/JobSearch/viewAll,Cross Site Request Forgery (csrf),validation gate failed (0/2): no signals
,,https://beckwith.ca/category/career-employment,Tel,validation gate failed (0/2): no signals
,,https://beckwith.ca/category/career-employment,Contact Us,validation gate failed (1/2): keywords_near_title
,,https://www.lacseulfn.org/vacant-jobs,Overview - Lac Seul First Nation,validation gate failed (1/2): title_source_og_title
,,https://www.lacseulfn.org/vacant-jobs,Overview - Lac Seul First Nation,validation gate failed (1/2): title_source_og_title
,,https://jocelyn.ca/township-office/employment-opportunities,Contact,validation gate failed (0/2): no signals
,,https://saultstemarie.ca/wp-content/uploads/2026/05/posting-Supervisor-Building-Services-2026.pdf,Posting Supervisor Building Services 2026,non-job category context
,,https://bancroft.civicweb.net/filepro/documents/47725,Temporary Operator Public Works,validation gate failed (1/2): role_like_title
,,https://bancroft.civicweb.net/filepro/documents/47725,Temporary Full Time Operator,validation gate failed (1/2): role_like_title
,,https://bancroft.civicweb.net/filepro/documents/47725,126827,validation gate failed (1/2): keywords_near_title
,,https://bancroft.civicweb.net/filepro/documents/47725,CLOSED AND NOT FILLED POSITIONS,validation gate failed (1/2): keywords_near_title
,,https://bancroft.civicweb.net/filepro/documents/47725,CLOSED AND FILLED POSITIONS,validation gate failed (1/2): keywords_near_title
,,https://bancroft.civicweb.net/filepro/documents/47725,Resetpassword,validation gate failed (0/2): no signals
,,https://jobs.kitchener.ca/,Search,validation gate failed (1/2): url_hint
,,https://chapleau.ca/business/resources/employment-volunteer-opportunities,www.jobsinchapleau.com,validation gate failed (0/2): no signals
,,https://chapleau.ca/business/resources/employment-volunteer-opportunities,Search,validation gate failed (0/2): no signals
,,https://chapleau.ca/business/resources/employment-volunteer-opportunities,Council Agenda & Minutes,validation gate failed (1/2): title_source_og_title
,,https://chapleau.ca/business/resources/employment-volunteer-opportunities,July 2026,validation gate failed (1/2): title_source_og_title
,,https://chapleau.ca/business/resources/employment-volunteer-opportunities,Accessibility,validation gate failed (0/2): no signals
,,https://chapleau.ca/business/resources/employment-volunteer-opportunities,Privacy Policy,validation gate failed (1/2): keywords_near_title
,,https://oliverpaipoonge.ca/municipal-office/employment,228,validation gate failed (0/2): no signals
,,https://oliverpaipoonge.ca/municipal-office/employment,228,validation gate failed (0/2): no signals
,,https://oliverpaipoonge.ca/municipal-office/employment,Jobs,short generic nav title
,,https://oliverpaipoonge.ca/municipal-office/employment,Lakehead University Job Bank,validation gate failed (0/2): no signals
,,https://oliverpaipoonge.ca/municipal-office/employment,Jobs In Thunder Bay Ontario,validation gate failed (1/2): url_hint
,,https://oliverpaipoonge.ca/municipal-office/employment,Browse Results,validation gate failed (0/2): no signals
,,https://www.nationmun.ca/fr/hotel-de-ville/carrieres,116,non-job category context
,,https://www.nationmun.ca/fr/hotel-de-ville/carrieres,Ressources Humaines,non-job category context
