org_id,org_name,source_url,candidate_title,rejection_reason
,,https://magnetawan.com/content/government/locks-attendant-job-description-4.pdf,Locks Attendant Job Description 4,validation gate failed (1/2): pdf_role_title
,,https://martenfalls.com/wp-content/uploads/2025/05/Funded-Band-Job-posting-Brief-MFFN-Band-Members-3-4.pdf,Funded Band Job Posting Brief MFFN Band Members 3 4,validation gate failed (1/2): pdf_role_title
,,https://aokfn.com/employment,Covid 19 Information,validation gate failed (0/2): no signals
,,https://aokfn.com/employment,Google Maps,validation gate failed (1/2): title_source_og_title
,,https://innisfil.hua.hrsmart.com/hr/ats/JobSearch/viewAll,Cross Site Request Forgery (csrf),validation gate failed (0/2): no signals
,,https://michipicoten.com/wp-content/uploads/2026/04/SSM-PCI-Traffic-Controller-Job-Posting-April-2026.pdf,SSM PCI Traffic Controller Job Posting April 2026,validation gate failed (1/2): pdf_role_title
,,https://dokis.ca/employment-services,Andreac,validation gate failed (0/2): no signals
,,https://dokis.ca/employment-services,Header 8.png,validation gate failed (0/2): no signals
,,https://beckwith.ca/category/career-employment,Tel,validation gate failed (0/2): no signals
,,https://beckwith.ca/category/career-employment,Contact Us,validation gate failed (1/2): keywords_near_title
,,https://beckwith.ca/category/career-employment,Contact Us,validation gate failed (0/2): no signals
,,https://cobalt.ca/residents/municipal-services/employment-opportunities,Business Directory,validation gate failed (1/2): role_like_title
,,https://cobalt.ca/residents/municipal-services/employment-opportunities,Bunker Military Museum,validation gate failed (1/2): title_source_h1
,,https://cobalt.ca/residents/municipal-services/employment-opportunities,Trails,validation gate failed (0/2): no signals
,,https://recruiting.ultipro.ca/YMC5004YMHB/JobBoard/6fe470e5-5c14-4348-89dd-54fa612e9d39/OpportunityDetail?opportunityId=c2a192d8-bd21-4713-917d-305ccf38b6d7,6fe 470e 5 5c 14 4348 89dd 54fa 612e 9d 39,validation gate failed (1/2): url_hint
,,https://recruiting.ultipro.ca/YMC5004YMHB/JobBoard/6fe470e5-5c14-4348-89dd-54fa612e9d39/OpportunityDetail?opportunityId=c2a192d8-bd21-4713-917d-305ccf38b6d7,New,validation gate failed (0/2): no signals
,,https://recruiting.ultipro.ca/YMC5004YMHB/JobBoard/6fe470e5-5c14-4348-89dd-54fa612e9d39/OpportunityDetail?opportunityId=c2a192d8-bd21-4713-917d-305ccf38b6d7,The Fast & Secure Web Browser Built to be Yours,validation gate failed (1/2): title_source_og_title
,,https://www.lacseulfn.org/vacant-jobs,Overview - Lac Seul First Nation,validation gate failed (1/2): title_source_og_title
,,https://jocelyn.ca/township-office/employment-opportunities,Contact,validation gate failed (0/2): no signals
,,https://chapleau.ca/business/resources/employment-volunteer-opportunities,www.jobsinchapleau.com,validation gate failed (0/2): no signals
,,https://chapleau.ca/business/resources/employment-volunteer-opportunities,Search,validation gate failed (0/2): no signals
,,https://chapleau.ca/business/resources/employment-volunteer-opportunities,Council Agenda & Minutes,validation gate failed (1/2): title_source_og_title
,,https://chapleau.ca/business/resources/employment-volunteer-opportunities,May 2026,validation gate failed (1/2): title_source_og_title
,,https://chapleau.ca/business/resources/employment-volunteer-opportunities,Accessibility,validation gate failed (0/2): no signals
,,https://chapleau.ca/business/resources/employment-volunteer-opportunities,Privacy Policy,validation gate failed (1/2): keywords_near_title
,,https://limerick.ca/businesses-government/job-opportunities,Waste Site Attendant,validation gate failed (1/2): listing_apply_pattern
,,https://limerick.ca/businesses-government/job-opportunities,Waste Site Attendant,validation gate failed (1/2): listing_apply_pattern
,,https://saugeenfirstnation.com/wp-content/uploads/2026/03/HCC-Laundry-Staff-Job-Posting-March-2026.pdf,HCC Laundry Staff Job Posting March 2026,validation gate failed (1/2): pdf_role_title
,,https://jobs.kitchener.ca/,Search,validation gate failed (1/2): url_hint
,,https://www.nationmun.ca/fr/hotel-de-ville/carrieres,116,non-job category context
,,https://www.nationmun.ca/fr/hotel-de-ville/carrieres,Ressources Humaines,non-job category context
,,https://www.nationmun.ca/fr/hotel-de-ville/carrieres,Technicien Au Catalogage De La Bibliotheque,non-job category context
,,https://bancroft.civicweb.net/filepro/documents/47725,Mechanic Operator,validation gate failed (1/2): role_like_title
,,https://bancroft.civicweb.net/filepro/documents/47725,Mechanic Operator,validation gate failed (1/2): role_like_title
,,https://bancroft.civicweb.net/filepro/documents/47725,Temporary Operator Public Works,validation gate failed (1/2): role_like_title
,,https://bancroft.civicweb.net/filepro/documents/47725,Temporary Full Time Operator,validation gate failed (1/2): role_like_title
,,https://bancroft.civicweb.net/filepro/documents/47725,126827,validation gate failed (1/2): keywords_near_title
,,https://bancroft.civicweb.net/filepro/documents/47725,CLOSED AND NOT FILLED POSITIONS,validation gate failed (1/2): keywords_near_title
,,https://bancroft.civicweb.net/filepro/documents/47725,CLOSED AND FILLED POSITIONS,validation gate failed (1/2): keywords_near_title
,,https://bancroft.civicweb.net/filepro/documents/47725,Resetpassword,validation gate failed (0/2): no signals
,,https://simcoe.hua.hrsmart.com/hr/ats/JobSearch/viewAll,Cross Site Request Forgery (csrf),validation gate failed (0/2): no signals
,,https://simcoe.hua.hrsmart.com/hr/ats/JobSearch/viewAll,Social,validation gate failed (0/2): no signals
,,https://nigigoonsiminikaaning.ca/category/employment,Graphic Artist,validation gate failed (1/2): title_source_h1
,,https://delawarenation.on.ca/category/employment,Carpenter’s Union,validation gate failed (1/2): title_source_h2
,,https://delawarenation.on.ca/category/employment,Carpenter’s Union,validation gate failed (1/2): title_source_h1
,,https://delawarenation.on.ca/category/employment,Dn Newsletters,validation gate failed (0/2): no signals
,,https://delawarenation.on.ca/category/employment,PS Policy Update,validation gate failed (1/2): title_source_h2
,,https://delawarenation.on.ca/category/employment,Community Bday Celebration and Trusted Source,validation gate failed (1/2): title_source_h2
,,https://delawarenation.on.ca/category/employment,Updates From the Chief,validation gate failed (1/2): role_like_title
,,https://oliverpaipoonge.ca/municipal-office/employment,Jobs,short generic nav title
,,https://oliverpaipoonge.ca/municipal-office/employment,Lakehead University Job Bank,validation gate failed (0/2): no signals
,,https://oliverpaipoonge.ca/municipal-office/employment,Jobs In Thunder Bay Ontario,validation gate failed (1/2): url_hint
,,https://oliverpaipoonge.ca/municipal-office/employment,Browse Results,validation gate failed (0/2): no signals
,,https://taykwatagamou.com/about/careers,"Haley Cochrane , Author at Taykwa Tagamou Nation",validation gate failed (1/2): title_source_og_title
