org_id,org_name,source_url,candidate_title,rejection_reason
mun-0234-township-of-adjala-tosorontio,Township of Adjala-Tosorontio,https://adjtos.ca/wp-content/uploads/2025/12/Engineeing-Development-Mgr-Job-Posting-Jan2026.pdf,Engineeing Development Mgr Job Posting Jan 2026,validation gate failed (1/2): pdf_role_title
mun-0435-village-of-hilton-beach,Village of Hilton Beach,https://stormcloudstudios.com/wp-content/uploads/sites/3/2023/03/Custodian-Job-Description-February-2023.pdf,Custodian Job Description February 2023,validation gate failed (1/2): pdf_role_title
mun-0316-township-of-johnson,Township of Johnson,https://johnsontownship.ca/johnsontownship/wp-content/uploads/2026/01/Part-Time-Recreation-Coordinate-Job-Posting-2026-2027.pdf,Part Time Recreation Coordinate Job Posting 2026 2027,validation gate failed (1/2): pdf_role_title
fn-0455-aundeck-omni-kaning,Aundeck-Omni-Kaning,https://aokfn.com/employment,Covid 19 Information,validation gate failed (0/2): no signals
fn-0455-aundeck-omni-kaning,Aundeck-Omni-Kaning,https://aokfn.com/employment,Google Maps,validation gate failed (1/2): title_source_og_title
mun-0341-township-of-mattawan,Township of Mattawan,https://mattawan.ca/wp-content/uploads/2026/01/2026-Census-Jobs.pdf,2026 Census Jobs,validation gate failed (1/2): pdf_role_title
fn-0479-dokis,Dokis,https://dokis.ca/employment-services,"Andrea Crawford , Author At Dokis First Nation",validation gate failed (1/2): title_source_og_title
fn-0479-dokis,Dokis,https://dokis.ca/employment-services,Header 8.png,validation gate failed (0/2): no signals
mun-0159-town-of-cobalt,Town of Cobalt,https://cobalt.ca/residents/municipal-services/employment-opportunities,Business Directory,validation gate failed (1/2): role_like_title
mun-0159-town-of-cobalt,Town of Cobalt,https://cobalt.ca/residents/municipal-services/employment-opportunities,Bunker Military Museum,validation gate failed (1/2): title_source_h1
mun-0159-town-of-cobalt,Town of Cobalt,https://cobalt.ca/residents/municipal-services/employment-opportunities,Trails,validation gate failed (0/2): no signals
mun-0250-township-of-beckwith,Township of Beckwith,https://beckwith.ca/category/career-employment,Tel,validation gate failed (0/2): no signals
mun-0250-township-of-beckwith,Township of Beckwith,https://beckwith.ca/category/career-employment,Contact Us,validation gate failed (1/2): keywords_near_title
mun-0250-township-of-beckwith,Township of Beckwith,https://beckwith.ca/category/career-employment,Contact Us,validation gate failed (0/2): no signals
mun-0248-township-of-augusta,Township of Augusta,https://augusta.ca/employment-opportunities,INTEGRATED ACCESSIBILITY STANDARDS,validation gate failed (1/2): title_source_og_title
mun-0248-township-of-augusta,Township of Augusta,https://augusta.ca/employment-opportunities,90m 56,validation gate failed (1/2): keywords_near_title
fn-0474-constance-lake,Constance Lake,https://constancelake.ca/education-training-and-employment,Buy Wayback Machine Downloader Recover,validation gate failed (0/2): no signals
mun-0049-city-of-woodstock,City of Woodstock,https://cityofwoodstock.applytojob.com/,Temporary Skilled Labourer,non-job category context
mun-0315-township-of-jocelyn,Township of Jocelyn,https://jocelyn.ca/employment-opportunities,Notices,title blocklist exact: notices
mun-0315-township-of-jocelyn,Township of Jocelyn,https://jocelyn.ca/employment-opportunities,Fire Permits,validation gate failed (0/2): no signals
mun-0315-township-of-jocelyn,Township of Jocelyn,https://jocelyn.ca/employment-opportunities,Contact,validation gate failed (0/2): no signals
mun-0315-township-of-jocelyn,Township of Jocelyn,https://jocelyn.ca/employment-opportunities,4DAHB27.jpg,validation gate failed (1/2): title_source_h1
mun-0315-township-of-jocelyn,Township of Jocelyn,https://jocelyn.ca/employment-opportunities,V8DSRAX.jpg,validation gate failed (1/2): title_source_h1
mun-0315-township-of-jocelyn,Township of Jocelyn,https://jocelyn.ca/employment-opportunities,slice3.jpg,validation gate failed (1/2): title_source_h1
mun-0105-municipality-of-marmora-and-lake,Municipality of Marmora and Lake,https://drive.google.com/file/d/1axXqrDGemukGxexNVXS8YcI3y5mC2Et4/view?usp=sharing,Service Login,validation gate failed (0/2): no signals
mun-0019-city-of-kitchener,City of Kitchener,https://jobs.kitchener.ca/,Search,validation gate failed (1/2): url_hint
mun-0020-city-of-london,City of London,https://london.ca/government/careers-city-london,Types Employment Opportunities,generic title pattern
fn-0518-mohawks-of-the-bay-of-quinte,Mohawks of the Bay of Quinte,https://mbq-tmt.org/job-opportunities,Briar Fox Employment Opportunities,generic title pattern
fn-0457-bay-of-quinte-mohawk,Bay of Quinte Mohawk,https://mbq-tmt.org/job-opportunities,Briar Fox Employment Opportunities,generic title pattern
mun-0282-township-of-ear-falls,Township of Ear Falls,https://ear-falls.com/business/employment,BF 8CC 80D 8F 97,validation gate failed (0/2): no signals
mun-0282-township-of-ear-falls,Township of Ear Falls,https://ear-falls.com/business/employment,earfallsjobs@shaw.ca,validation gate failed (0/2): no signals
mun-0282-township-of-ear-falls,Township of Ear Falls,https://ear-falls.com/business/employment,Alc@shawbiz.ca,validation gate failed (0/2): no signals
mun-0282-township-of-ear-falls,Township of Ear Falls,https://ear-falls.com/business/employment,"Ear Falls , Ontario",validation gate failed (1/2): title_source_og_title
mun-0282-township-of-ear-falls,Township of Ear Falls,https://ear-falls.com/business/employment,"Ear Falls , Ontario",validation gate failed (1/2): title_source_og_title
mun-0282-township-of-ear-falls,Township of Ear Falls,https://ear-falls.com/business/employment,Ultimate Pass for Non,validation gate failed (1/2): title_source_og_title
mun-0282-township-of-ear-falls,Township of Ear Falls,https://ear-falls.com/business/employment,"Ear Falls , Ontario",validation gate failed (1/2): title_source_og_title
fn-0550-saugeen,Saugeen,https://saugeenfirstnation.com/wp-content/uploads/2026/02/Chronic-Disease-Management-Nurse-Job-Posting-February-2026-1.pdf,Chronic Disease Management Nurse Job Posting February 2026 1,validation gate failed (1/2): pdf_role_title
